,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalFloorSF,TotalPorchSF,TotalBathrooms,HasBasement,HasGarage,HasPorch,HasPool,WasRemodeled,IsNew,WasCompleted,AfterWW2
45,46,120,RL,61.0,7658,2,0.0,1,4,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,5,3,PConc,5.0,3,1.0,6.0,456,1.0,0,1296,1752,GasA,5,Y,SBrkr,1752,0,0,1752,1,0,2,0,2,1,5,6,8,1,4.0,Attchd,2005.0,2.0,2,576,3.0,3.0,3,196,82,0,0,0,0,0.0,0.0,Missing,0,2,2010,WD,Normal,319900,3504,1752,82,3.0,1,1,1,0,0,1,1,1
46,47,50,RL,48.0,12822,2,0.0,2,4,4,CulDSac,3,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,3,1.0,6.0,1351,1.0,0,83,1434,GasA,5,Y,SBrkr,1518,631,0,2149,1,0,1,1,1,1,4,6,8,1,5.0,Attchd,2003.0,2.0,2,670,3.0,3.0,3,168,43,0,0,198,0,0.0,0.0,Missing,0,8,2009,WD,Abnorml,239686,3583,2149,241,2.5,1,1,1,0,0,1,1,1
47,48,20,FV,84.0,11096,2,0.0,1,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,3.0,6.0,24,1.0,0,1632,1656,GasA,5,Y,SBrkr,1656,0,0,1656,0,0,2,0,3,1,4,7,8,0,0.0,Attchd,2006.0,2.0,3,826,3.0,3.0,3,0,146,0,0,0,0,0.0,0.0,Missing,0,7,2007,WD,Normal,249700,3312,1656,146,2.0,1,1,1,0,0,1,1,1
48,49,190,RM,33.0,4456,2,0.0,1,4,4,Inside,3,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3,1.0,1.0,0,1.0,0,736,736,GasA,4,Y,SBrkr,736,716,0,1452,0,0,2,0,2,3,3,8,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,1,0,0,102,0,0,0,0.0,0.0,Missing,0,6,2009,New,Partial,113000,2188,1452,102,2.0,1,0,1,0,1,0,0,0
49,50,20,RL,66.0,7742,2,0.0,1,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3,1.0,4.0,763,1.0,0,192,955,GasA,5,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,3,6,8,0,0.0,Attchd,1966.0,1.0,1,386,3.0,3.0,3,0,0,0,0,0,0,0.0,4.0,Missing,0,1,2007,WD,Normal,127000,1910,955,0,2.0,1,1,0,0,0,0,1,1
50,51,60,RL,65.0,13869,2,0.0,3,4,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3,3.0,6.0,182,1.0,0,612,794,GasA,4,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,3,6,8,0,0.0,Attchd,1997.0,3.0,2,388,3.0,3.0,3,0,75,0,0,0,0,0.0,0.0,Missing,0,7,2007,WD,Normal,177000,2264,1470,75,2.5,1,1,1,0,0,0,1,1
51,52,50,RM,52.0,6240,2,0.0,1,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3,1.0,1.0,0,1.0,0,816,816,GasA,3,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,3,6,8,1,4.0,Detchd,1985.0,1.0,2,528,3.0,3.0,3,112,0,0,0,0,0,0.0,4.0,Shed,400,9,2006,WD,Normal,114500,1992,816,0,1.0,1,1,0,0,1,0,1,0
52,53,90,RM,110.0,8472,1,0.0,3,3,4,Corner,2,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4.0,3,4.0,2.0,104,6.0,712,0,816,GasA,3,N,SBrkr,816,0,0,816,1,0,1,0,2,1,3,5,8,0,0.0,CarPort,1963.0,1.0,2,516,3.0,3.0,3,106,0,0,0,0,0,0.0,0.0,Missing,0,5,2010,WD,Normal,110000,1632,816,0,2.0,1,1,0,0,0,0,1,1
53,54,20,RL,68.0,50271,2,0.0,2,1,4,Inside,3,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,4,3,CBlock,5.0,3,4.0,6.0,1810,1.0,0,32,1842,GasA,4,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,4,5,8,1,4.0,Attchd,1981.0,3.0,3,894,3.0,3.0,3,857,72,0,0,0,0,0.0,0.0,Missing,0,11,2006,WD,Normal,385000,3684,1842,72,2.5,1,1,1,0,1,0,1,1
54,55,80,RL,60.0,7134,2,0.0,1,3,4,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,1.0,5.0,384,1.0,0,0,384,GasA,3,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,3,6,7,1,3.0,Detchd,1962.0,1.0,2,572,3.0,3.0,3,0,50,0,0,0,0,0.0,4.0,Missing,0,2,2007,WD,Normal,130000,1744,1360,50,1.0,1,1,1,0,0,0,1,1
55,56,20,RL,100.0,10175,2,0.0,2,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3.0,3,1.0,4.0,490,1.0,0,935,1425,GasA,4,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,3,7,8,1,4.0,Attchd,1964.0,2.0,2,576,3.0,3.0,3,0,0,0,407,0,0,0.0,0.0,Missing,0,7,2008,WD,Normal,180500,2850,1425,407,2.0,1,1,1,0,0,0,1,1
56,57,160,FV,24.0,2645,2,2.0,1,4,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4.0,3,1.0,6.0,649,1.0,0,321,970,GasA,5,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,4,7,8,0,0.0,Attchd,1999.0,3.0,2,480,3.0,3.0,3,115,0,0,0,0,0,0.0,0.0,Missing,0,8,2009,WD,Abnorml,172500,2709,1739,0,3.5,1,1,0,0,1,0,1,1
57,58,60,RL,89.0,11645,2,0.0,2,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,1.0,1.0,0,1.0,0,860,860,GasA,5,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,4,7,8,0,0.0,Attchd,2004.0,2.0,2,565,3.0,3.0,3,0,70,0,0,0,0,0.0,0.0,Missing,0,8,2006,WD,Normal,196500,2580,1720,70,2.5,1,1,1,0,0,1,1,1
58,59,60,RL,66.0,13682,2,0.0,3,2,4,CulDSac,3,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5.0,3,4.0,1.0,0,1.0,0,1410,1410,GasA,5,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,4,10,8,1,4.0,BuiltIn,2006.0,3.0,3,641,3.0,3.0,3,192,0,37,0,0,0,0.0,0.0,Missing,0,10,2006,New,Partial,438780,4355,2945,37,3.5,1,1,1,0,0,1,0,1
59,60,20,RL,60.0,7200,2,0.0,1,3,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3,3.0,5.0,632,1.0,0,148,780,GasA,5,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,3,4,8,0,0.0,Detchd,1973.0,1.0,1,352,3.0,3.0,3,196,0,0,0,0,0,0.0,4.0,Missing,0,1,2008,WD,Normal,124900,1560,780,0,1.0,1,1,0,0,0,0,1,1
60,61,20,RL,63.0,13072,2,0.0,1,4,4,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3,1.0,5.0,941,1.0,0,217,1158,GasA,5,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,8,0,0.0,Detchd,2006.0,1.0,2,576,3.0,3.0,3,0,50,0,0,0,0,0.0,0.0,Missing,0,5,2006,New,Partial,158000,2316,1158,50,2.5,1,1,1,0,0,1,0,1
61,62,75,RM,60.0,7200,2,0.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,2,1.0,1.0,0,1.0,0,530,530,GasA,3,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,6,8,0,0.0,Detchd,1935.0,1.0,1,288,3.0,3.0,1,0,0,144,0,0,0,0.0,0.0,Missing,0,3,2007,WD,Normal,101000,1641,1111,144,1.0,1,1,1,0,1,0,1,0
62,63,120,RL,44.0,6442,2,0.0,2,4,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4.0,4,2.0,6.0,24,1.0,0,1346,1370,GasA,5,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,4,6,8,1,4.0,Attchd,2006.0,2.0,2,484,3.0,3.0,3,120,49,0,0,0,0,0.0,0.0,Missing,0,10,2007,WD,Normal,202500,2740,1370,49,2.0,1,1,1,0,0,1,1,1
63,64,70,RM,50.0,10300,2,0.0,2,3,4,Inside,3,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3.0,3,1.0,1.0,0,1.0,0,576,576,GasA,4,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,8,0,0.0,Detchd,1990.0,1.0,2,480,3.0,3.0,3,12,11,64,0,0,0,0.0,5.0,Missing,0,4,2010,WD,Normal,140000,2286,1710,75,2.0,1,1,1,0,1,0,1,0
64,65,60,RL,70.0,9375,2,0.0,1,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4.0,3,1.0,6.0,739,1.0,0,318,1057,GasA,5,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,4,8,8,0,0.0,Attchd,1998.0,2.0,2,645,3.0,3.0,3,576,36,0,0,0,0,0.0,5.0,Missing,0,2,2009,WD,Normal,219500,3091,2034,36,3.5,1,1,1,0,1,0,1,1
65,66,60,RL,76.0,9591,2,0.0,1,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5.0,3,3.0,1.0,0,1.0,0,1143,1143,GasA,5,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,4,9,8,1,4.0,BuiltIn,2004.0,2.0,3,852,3.0,3.0,3,192,151,0,0,0,0,0.0,0.0,Missing,0,10,2007,WD,Normal,317000,3616,2473,151,2.5,1,1,1,0,1,1,1,1
66,67,20,RL,73.0,19900,2,0.0,1,4,4,Inside,3,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4.0,3,4.0,6.0,912,1.0,0,1035,1947,GasA,3,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,7,1,4.0,Attchd,1970.0,2.0,2,576,3.0,3.0,3,301,0,0,0,0,0,0.0,0.0,Missing,0,7,2010,WD,Normal,180000,4154,2207,0,3.0,1,1,0,0,1,0,1,1
67,68,20,RL,72.0,10665,2,0.0,2,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4.0,3,3.0,6.0,1013,1.0,0,440,1453,GasA,5,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,4,7,8,0,0.0,Attchd,2003.0,2.0,2,558,3.0,3.0,3,144,29,0,0,0,0,0.0,0.0,Missing,0,6,2007,WD,Normal,226000,2932,1479,29,3.0,1,1,1,0,0,1,1,1
68,69,30,RM,47.0,4608,2,0.0,1,4,4,Corner,3,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3,1.0,1.0,0,1.0,0,747,747,GasA,3,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,8,0,0.0,Attchd,1945.0,1.0,1,220,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,6,2010,WD,Normal,80000,1494,747,0,1.0,1,1,0,0,1,0,1,0
69,70,50,RL,81.0,15593,2,0.0,1,4,4,Corner,3,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,4,3,CBlock,3.0,3,1.0,4.0,603,1.0,0,701,1304,GasW,3,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,8,1,3.0,Attchd,1953.0,3.0,2,667,3.0,3.0,3,0,21,114,0,0,0,0.0,0.0,Missing,0,7,2006,WD,Normal,225000,3591,2287,135,2.0,1,1,1,0,0,0,1,1
70,71,20,RL,95.0,13651,2,0.0,2,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4.0,3,4.0,5.0,1880,1.0,0,343,2223,GasA,5,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,8,2,4.0,Attchd,1973.0,3.0,2,516,3.0,3.0,3,300,0,0,0,0,0,0.0,0.0,Missing,0,2,2007,WD,Normal,244000,4446,2223,0,3.0,1,1,0,0,0,0,1,1
71,72,20,RL,69.0,7599,2,0.0,1,4,4,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3.0,3,1.0,5.0,565,1.0,0,280,845,GasA,3,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,8,0,0.0,Detchd,1987.0,1.0,2,360,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,6,2007,WD,Normal,129500,1690,845,0,2.0,1,1,0,0,1,0,1,1
72,73,60,RL,74.0,10141,2,0.0,2,4,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,4.0,3,1.0,1.0,0,1.0,0,832,832,GasA,4,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,8,1,3.0,Attchd,1998.0,3.0,2,427,3.0,3.0,3,0,94,0,0,291,0,0.0,0.0,Missing,0,12,2009,WD,Normal,185000,2550,1718,385,2.5,1,1,1,0,0,0,1,1
73,74,20,RL,85.0,10200,2,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3.0,3,1.0,5.0,320,4.0,362,404,1086,GasA,4,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,8,0,0.0,Attchd,1989.0,1.0,2,490,3.0,3.0,3,0,0,0,0,0,0,0.0,3.0,Missing,0,5,2010,WD,Normal,144900,2172,1086,0,2.0,1,1,0,0,1,0,1,1
74,75,50,RM,60.0,5790,2,0.0,1,4,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,2.0,3,1.0,1.0,0,1.0,0,840,840,GasA,4,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,8,0,0.0,Detchd,1915.0,1.0,1,379,3.0,3.0,3,0,0,202,0,0,0,0.0,0.0,Missing,0,5,2010,WD,Normal,107400,2445,1605,202,2.0,1,1,1,0,1,0,1,0
75,76,180,RM,21.0,1596,2,0.0,1,4,4,Inside,3,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4.0,3,4.0,6.0,462,1.0,0,0,462,GasA,3,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,8,0,0.0,BuiltIn,1973.0,1.0,1,297,3.0,3.0,3,120,101,0,0,0,0,0.0,3.0,Missing,0,11,2009,WD,Normal,91000,1450,988,101,2.0,1,1,1,0,0,0,1,1
76,77,20,RL,73.0,8475,2,0.0,2,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3,1.0,5.0,228,1.0,0,724,952,GasA,5,Y,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,8,0,0.0,Detchd,1956.0,1.0,1,283,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,4,2008,WD,Normal,135750,1904,952,0,1.0,1,1,0,0,0,0,1,1
77,78,50,RM,50.0,8635,2,0.0,1,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3,1.0,4.0,336,6.0,41,295,672,GasA,3,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,7,0,0.0,Detchd,1948.0,1.0,1,240,3.0,3.0,3,0,0,0,0,0,0,0.0,4.0,Missing,0,1,2008,WD,Normal,127000,1957,1285,0,2.0,1,1,0,0,1,0,1,1
78,79,90,RL,72.0,10778,2,0.0,1,4,4,Inside,3,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3,1.0,1.0,0,1.0,0,1768,1768,GasA,3,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,4,2010,WD,Normal,136500,3536,1768,0,2.0,1,0,0,0,0,0,1,1
79,80,50,RM,60.0,10440,2,1.0,1,4,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3,1.0,1.0,0,1.0,0,440,440,GasA,4,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,8,0,0.0,Detchd,1966.0,1.0,2,440,3.0,3.0,3,74,0,128,0,0,0,0.0,4.0,Missing,0,5,2009,WD,Normal,110000,1670,1230,128,1.5,1,1,1,0,1,0,1,0
80,81,60,RL,100.0,13000,2,0.0,1,4,4,Corner,3,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4.0,3,1.0,3.0,448,1.0,0,448,896,GasA,3,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,4,8,8,1,4.0,Attchd,1968.0,3.0,1,509,3.0,3.0,3,0,72,0,0,252,0,0.0,0.0,Missing,0,6,2009,WD,Normal,193500,3038,2142,324,2.5,1,1,1,0,0,0,1,1
81,82,120,RM,32.0,4500,2,0.0,1,4,4,FR2,3,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5.0,4,1.0,6.0,1201,1.0,0,36,1237,GasA,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,8,0,0.0,Attchd,1998.0,3.0,2,405,3.0,3.0,3,0,199,0,0,0,0,0.0,0.0,Missing,0,3,2006,WD,Normal,153500,2574,1337,199,3.0,1,1,1,0,0,0,1,1
82,83,20,RL,78.0,10206,2,0.0,1,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,3,PConc,4.0,3,1.0,6.0,33,1.0,0,1530,1563,GasA,5,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,4,6,8,1,4.0,Attchd,2007.0,2.0,3,758,3.0,3.0,3,144,99,0,0,0,0,0.0,0.0,Missing,0,10,2008,WD,Normal,245000,3126,1563,99,2.0,1,1,1,0,0,1,1,1
83,84,20,RL,80.0,8892,2,0.0,2,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3.0,3,1.0,1.0,0,1.0,0,1065,1065,GasA,4,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,8,0,0.0,Detchd,1974.0,1.0,2,461,3.0,3.0,3,74,0,0,0,0,0,0.0,0.0,Missing,0,7,2007,COD,Normal,126500,2130,1065,0,1.5,1,1,0,0,0,0,1,1
84,85,80,RL,65.0,8530,2,0.0,2,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,4.0,3,1.0,1.0,0,1.0,0,384,384,GasA,4,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,7,8,1,3.0,BuiltIn,1995.0,3.0,2,400,3.0,3.0,3,120,72,0,0,0,0,0.0,0.0,Shed,700,5,2009,WD,Normal,168500,1858,1474,72,2.5,1,1,1,0,1,0,1,1
85,86,60,RL,121.0,16059,2,0.0,1,4,4,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4.0,3,1.0,1.0,0,1.0,0,1288,1288,GasA,5,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,4,9,8,1,3.0,Attchd,1991.0,1.0,2,462,3.0,3.0,3,127,82,0,0,0,0,0.0,0.0,Missing,0,4,2006,WD,Normal,260000,3705,2417,82,2.5,1,1,1,0,1,0,1,1
86,87,60,RL,122.0,11911,2,0.0,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,3.0,1.0,0,1.0,0,684,684,GasA,5,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,4,6,8,1,4.0,BuiltIn,2005.0,3.0,2,400,3.0,3.0,3,100,38,0,0,0,0,0.0,0.0,Missing,0,3,2009,WD,Normal,174000,2244,1560,38,2.5,1,1,1,0,0,1,1,1
87,88,160,FV,40.0,3951,2,2.0,1,4,4,Corner,3,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4.0,3,3.0,1.0,0,1.0,0,612,612,GasA,5,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,4,8,0,0.0,Detchd,2009.0,2.0,2,528,3.0,3.0,3,0,234,0,0,0,0,0.0,0.0,Missing,0,6,2009,New,Partial,164500,1836,1224,234,2.5,1,1,1,0,0,1,0,1
88,89,50,C (all),105.0,8470,2,0.0,2,4,4,Corner,3,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3.0,2,1.0,1.0,0,1.0,0,1013,1013,GasA,3,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,2,6,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,1,0,0,156,0,0,0,0.0,4.0,Missing,0,10,2009,ConLD,Abnorml,85000,2539,1013,156,1.0,1,0,1,0,1,0,1,0
89,90,20,RL,60.0,8070,2,0.0,1,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3,1.0,6.0,588,1.0,0,402,990,GasA,5,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,8,2007,WD,Normal,123600,1980,990,0,2.0,1,0,0,0,1,0,1,1
90,91,20,RL,60.0,7200,2,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,0.0,0,0.0,0.0,0,0.0,0,0,0,GasA,3,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,8,0,0.0,Detchd,1950.0,1.0,2,420,3.0,3.0,3,0,29,0,0,0,0,0.0,0.0,Missing,0,7,2006,WD,Normal,109900,1040,1040,29,1.0,0,1,1,0,0,0,1,1
91,92,20,RL,85.0,8500,2,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,3.0,3,1.0,3.0,600,1.0,0,635,1235,GasA,3,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,8,0,0.0,Attchd,1961.0,1.0,2,480,3.0,3.0,3,0,0,0,0,0,0,0.0,3.0,Missing,0,12,2006,WD,Abnorml,98600,2470,1235,0,1.0,1,1,0,0,0,0,1,1
92,93,30,RL,80.0,13360,2,1.0,2,2,4,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4.0,3,1.0,5.0,713,1.0,0,163,876,GasA,5,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,8,0,0.0,Detchd,1921.0,1.0,2,432,3.0,3.0,3,0,0,44,0,0,0,0.0,0.0,Missing,0,8,2009,WD,Normal,163500,1840,964,44,2.0,1,1,1,0,1,0,1,0
